Rk,Gcar,Gtm,Date,Tm,Unnamed: 5,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,FIP,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Player,PlayerID
1,111,2,Mar 28,SDP,,ATL,,,,99,1.2,0,0,0,1,1,0,0,0,3.7,6,23,13,3,2,4,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,1.49,0.112,1.45,,0.77,5.15,8,,,Adrián Morejón*,morejad01
2,112,3,Mar 29,SDP,,ATL,,,,0,1,0,0,0,1,1,0,0,0,3.85,4,18,9,4,0,1,1,0,0,0,,0,0,1,0,0,3,0,0,0,0,0,0,4,0.163,3.88,,0.51,3.65,6,,,Adrián Morejón*,morejad01
3,113,5,Mar 31,SDP,,CLE,,,,1,1,1,0,0,0,1,0,0,0,3.1,4,17,8,1,1,0,3,2,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.15,0.012,0.15,,0.51,3.65,6,,,Adrián Morejón*,morejad01
4,114,7,Apr 2,SDP,,CLE,,,,1,1,3,1,1,0,0,0,0,1.93,3.1,5,14,13,5,0,3,2,1,0,0,,0,0,0,0,0,4,1,0,0,1,1,0,1.32,0.008,1.36,,-0.49,-1.55,0,,,Adrián Morejón*,morejad01
5,115,10,Apr 6,SDP,@,CHC,,,,3,1.1,0,0,0,0,2,0,0,1.5,2.44,4,19,12,3,1,2,0,0,0,0,,1,0,1,0,0,4,0,0,0,0,0,0,0.76,0.069,0.81,,0.72,7,10,,,Adrián Morejón*,morejad01
6,116,11,Apr 7,SDP,@,ATH,,,,0,0.1,0,0,0,0,1,0,0,1.42,2.16,1,3,3,2,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,1.5,0.041,1.59,,0.22,2.75,4,,,Adrián Morejón*,morejad01
7,117,13,Apr 9,SDP,@,ATH,,,,1,1,1,0,0,0,0,0,0,1.23,2.28,4,12,7,1,1,1,3,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.59,0.086,1.71,,0.47,1.65,3,,,Adrián Morejón*,morejad01
8,118,17,Apr 14,SDP,,CHC,,,,4,1,0,0,0,1,1,0,0,1.08,2.5,4,16,7,1,1,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.07,0.088,2.39,,0.51,7.65,12,,,Adrián Morejón*,morejad01
9,119,18,Apr 15,SDP,,CHC,,,,0,1,1,0,0,0,0,0,0,0.96,2.57,5,9,8,0,0,3,2,1,0,0,,2,1,0,0,0,3,0,0,0,0,0,0,2.35,0.059,2.8,,0.47,1.65,3,,,Adrián Morejón*,morejad01
10,120,21,Apr 19,SDP,@,HOU,,,,3,1,1,0,0,0,0,0,0,0.87,2.62,4,15,11,2,2,2,2,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.62,0.029,0.66,,0.48,1.65,3,,,Adrián Morejón*,morejad01
11,121,25,Apr 23,SDP,@,DET,,,,3,1,3,2,2,0,0,0,0,2.38,2.66,6,21,13,3,1,2,4,3,0,0,,0,0,0,0,0,6,1,0,0,0,0,0,0.32,-0.075,0.36,,-1.51,-3.55,-3,,,Adrián Morejón*,morejad01
12,122,26,Apr 25,SDP,,TBR,,,,1,1,0,0,0,0,2,0,0,2.19,2.37,3,9,7,3,3,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.72,0.055,0.8,,0.51,6.25,9,,,Adrián Morejón*,morejad01
13,123,28,Apr 27,SDP,,TBR,,,,1,1.1,1,0,0,0,1,0,0,1.98,2.3,5,14,13,6,3,2,2,1,1,0,,2,0,0,0,0,5,0,0,0,0,0,0,0.98,0.101,1.06,,0.95,4.4,7,,,Adrián Morejón*,morejad01
14,124,29,Apr 29,SDP,,SFG,,,,1,1,0,0,0,0,2,0,0,1.84,2.08,3,16,10,4,1,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.26,0.096,1.56,,0.51,6.25,9,,,Adrián Morejón*,morejad01
15,125,30,Apr 30,SDP,,SFG,,,,0,0.2,0,0,0,0,1,0,0,1.76,1.99,2,8,6,1,2,0,1,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0.46,0.023,0.59,,0.27,3.5,5,,,Adrián Morejón*,morejad01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrián Morejón*,morejad01
16,126,31,May 2,SDP,@,PIT,,,,1,1,1,0,0,0,0,0,0,1.65,2.06,4,11,8,4,0,2,2,1,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.53,0.029,0.6,,0.51,1.65,3,,,Adrián Morejón*,morejad01
17,127,33,May 4,SDP,@,PIT,,,,1,1,1,0,0,0,2,0,0,1.56,1.89,4,19,13,6,2,1,1,0,0,0,,0,0,0,0,0,4,0,1,0,0,0,0,0.65,0.035,0.72,,0.51,5.65,9,,,Adrián Morejón*,morejad01
18,128,35,May 6,SDP,@,NYY,,,,1,0.1,3,4,4,1,0,0,0,3.57,2.08,5,11,6,1,0,2,2,2,0,0,,0,0,2,0,0,4,1,0,1,0,0,0,2.65,-0.379,2.94,,-2.07,-9.65,-11,,,Adrián Morejón*,morejad01
19,129,40,May 12,SDP,,LAA,,,,5,0.1,0,0,0,0,0,0,0,3.5,2.1,1,6,3,1,0,0,1,1,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,3.49,0.097,3.96,,0.5,0.75,1,,,Adrián Morejón*,morejad01
,,,,,,,,,,1.5,18,16,7,7,4,15,0,0,3.5,2.1,74,261,,,,1.04,,,,0,,8,,4,0,0,67,3,1,1,1,1,0,1.4,0.649,1.51,,4.31,48.5,84,,,Adrián Morejón*,morejad01
1,28,26,Apr 24,MIL,@,SFG,,,,99,4,4,2,2,4,2,1,0,4.5,8.35,20,82,47,7,5,5,9,2,2,0,44,,,0,0,0,16,1,0,0,0,0,0,1.3,-0.032,1.31,,-0.12,4.2,12,,,Tobias Myers,myersto01
2,29,31,Apr 30,MIL,@,CHW,,,,5,2,2,2,2,3,3,0,1,6,7.6,11,49,28,8,5,2,2,1,0,0,44,,,0,0,0,7,0,0,0,1,0,0,1.78,-0.121,1.64,,-1.04,2.9,9,,,Tobias Myers,myersto01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobias Myers,myersto01
3,30,33,May 2,MIL,,CHC,,,,1,1,0,0,0,0,1,0,0,5.14,6.67,3,11,6,2,0,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.01,0.001,0.01,,0.52,4.25,6,,,Tobias Myers,myersto01
4,31,36,May 5,MIL,,HOU,,,,2,5.1,6,1,1,0,2,0,0,3.65,4.81,23,80,58,15,7,9,12,5,2,0,54,,,0,0,0,23,1,0,0,0,0,0,0.97,0.02,0.81,,0.5,14.4,25,,,Tobias Myers,myersto01
5,32,40,May 10,MIL,@,TBR,,,,4,4,3,2,2,3,3,0,0,3.86,4.57,18,75,47,11,4,6,6,4,0,0,48,,,0,0,0,14,1,0,0,0,1,0,1.13,-0.069,0.95,,-0.08,7.4,15,,,Tobias Myers,myersto01
,,,,,,,,,,3,16.1,15,7,7,10,11,1,1,3.86,4.57,75,297,,,,0.77,,,,0,48,0,,0,0,0,63,3,0,0,1,1,0,1.18,-0.201,1.07,,-0.22,33.15,67,,,Tobias Myers,myersto01
1,61,1,Mar 27,ARI,,CHC,,,,99,1.2,5,4,4,1,3,0,0,21.6,1.3,12,50,31,5,5,4,4,4,0,0,,0,0,0,0,0,11,1,0,0,0,0,0,0.99,-0.27,0.91,,-3.21,-1.85,2,,,Ryne Nelson,nelsory01
2,62,7,Apr 3,ARI,@,NYY,,,,6,2.1,1,0,0,0,2,0,0,9,1.35,8,33,23,7,4,2,4,1,0,0,,1,0,0,0,0,8,1,0,0,0,0,0,0.06,0.011,0.06,,1.31,8.65,13,,,Ryne Nelson,nelsory01
3,63,11,Apr 7,ARI,,BAL,,,,3,3,0,0,0,0,2,0,0,5.14,1.53,9,31,21,6,3,4,3,1,0,0,,0,0,0,0,0,9,0,0,0,0,0,0,0.11,0.024,0.09,,1.53,10.75,15,,,Ryne Nelson,nelsory01
4,64,15,Apr 12,ARI,,MIL,,,,4,3,2,1,1,0,3,0,0,4.5,1.4,11,36,27,10,3,3,5,5,0,0,,0,0,0,0,0,11,1,0,0,0,0,0,0.21,0.022,0.18,,0.53,13.55,21,,,Ryne Nelson,nelsory01
5,65,20,Apr 18,ARI,@,CHC,,,,5,0.2,5,5,5,1,2,1,0,8.44,2.63,8,36,22,8,3,2,3,1,0,0,,0,0,0,0,0,7,0,1,0,0,0,0,0.85,-0.2,0.89,,-4.74,-8.1,-7,,,Ryne Nelson,nelsory01
6,66,25,Apr 24,ARI,,TBR,,,,5,2.1,3,1,1,0,5,0,0,7.62,1.95,12,54,38,13,4,3,4,2,1,0,,0,0,0,0,0,12,0,0,0,0,0,2,2.91,-0.161,2.93,,-0.21,11.45,19,,,Ryne Nelson,nelsory01
7,67,29,Apr 29,ARI,@,NYM,,,,4,4,0,0,0,2,3,0,0,5.82,2.22,13,68,44,11,6,3,5,3,1,0,,0,0,0,0,0,11,0,0,0,1,0,0,0.02,0.004,0.02,,1.92,13.8,21,,,Ryne Nelson,nelsory01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryne Nelson,nelsory01
8,68,35,May 5,ARI,,NYM,,,,5,4.1,3,2,2,4,2,1,1,5.48,3.52,19,70,39,12,5,4,8,3,0,0,47,,,0,0,0,14,0,1,0,1,0,0,1.1,-0.04,1.02,,0.02,4.95,13,,,Ryne Nelson,nelsory01
9,69,40,May 10,ARI,,LAD,,,,4,2,0,0,0,0,1,0,0,5.01,3.4,6,16,11,5,1,1,4,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.71,0.11,0.68,,1.02,6.5,9,,,Ryne Nelson,nelsory01
,,,,,,,,,,4.5,23.1,19,13,13,8,23,2,1,5.01,3.4,98,394,,,,0.65,,,,0,47,1,,0,0,0,89,3,2,0,2,0,2,0.84,-0.5,0.82,,-1.82,59.7,106,,,Ryne Nelson,nelsory01
1,44,1,Mar 28,TBR,,COL,,,,99,6,6,2,1,1,8,0,1,1.5,1.44,26,85,58,9,16,9,7,2,1,0,61,,,1,1,0,23,3,0,0,0,1,1,1.02,0.028,0.93,,0.88,22.7,43,,,Ryan Pepiot,pepiory01
2,45,6,Apr 2,TBR,,PIT,,,,4,5,5,2,2,3,3,1,0,2.45,3.65,23,88,56,16,6,7,10,7,1,0,49,,,2,0,0,20,0,1,0,0,0,0,0.97,0,0.93,,0.4,8.45,18,,,Ryan Pepiot,pepiory01
3,46,11,Apr 9,TBR,,LAA,,,,6,5,6,3,3,3,5,3,0,3.38,5.85,24,91,55,11,14,7,9,3,1,0,45,,,0,0,0,21,0,0,0,0,0,0,1.02,-0.011,0.91,,-0.6,13.85,27,,,Ryan Pepiot,pepiory01
4,47,17,Apr 15,TBR,,BOS,,,,5,6,9,6,6,2,8,2,0,4.91,5.83,29,102,70,13,17,6,13,6,1,0,36,,,2,0,0,27,2,0,0,0,0,0,0.64,-0.337,0.64,,-3.12,10.9,24,,,Ryan Pepiot,pepiory01
5,48,22,Apr 20,TBR,,NYY,,,,4,6,6,3,3,1,7,2,0,4.82,5.78,25,96,63,16,12,7,10,4,0,0,54,,,1,0,0,24,2,0,0,0,0,0,0.71,-0.065,0.6,,-0.12,17.3,34,,,Ryan Pepiot,pepiory01
6,49,27,Apr 26,TBR,@,SDP,,,,5,6,3,1,1,2,3,0,0,4.24,5.31,20,75,51,13,8,8,7,4,0,0,63,,,0,1,1,18,1,1,0,1,0,0,1.05,0.248,0.86,,2.03,18.5,34,,,Ryan Pepiot,pepiory01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Pepiot,pepiory01
7,50,32,May 2,TBR,@,NYY,,,,5,4.1,5,2,2,2,1,0,0,4.23,5.16,20,88,55,7,3,5,12,1,3,0,44,,,0,0,0,18,2,1,0,0,0,0,1.16,0.098,1,,1.07,3.55,10,,,Ryan Pepiot,pepiory01
8,51,37,May 8,TBR,,PHI,,,,5,6,2,1,1,2,3,0,0,3.86,4.88,20,95,53,14,5,4,11,3,1,0,65,,,0,0,0,17,1,0,0,1,1,0,0.97,0.254,0.68,,1.88,15.1,28,,,Ryan Pepiot,pepiory01
,,,,,,,,,,4.9,44.1,42,20,19,16,38,8,1,3.86,4.88,187,720,,,,0.67,,,,0,52,,,6,2,1,168,11,3,0,2,2,1,0.92,0.215,0.81,,2.42,110.35,218,,,Ryan Pepiot,pepiory01
1,205,4,Mar 30,ARI,,CHC,,,,99,1,1,0,0,1,2,0,0,0,2.1,5,28,17,2,5,1,1,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.44,0.015,0.38,,0.51,5.05,9,,,A.J. Puk*,pukaj01
2,206,5,Apr 1,ARI,@,NYY,,,,1,1,1,1,1,0,2,1,0,4.5,7.1,4,15,10,5,2,0,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0.04,0.42,,-0.51,3.65,6,,,A.J. Puk*,pukaj01
3,207,6,Apr 2,ARI,@,NYY,,,,0,1,1,1,1,0,1,1,0,6,9.44,4,14,9,0,4,0,3,0,1,0,,2,2,0,0,0,4,0,0,0,0,0,0,1.89,0.085,1.67,,-1.52,1.65,3,,,A.J. Puk*,pukaj01
4,208,8,Apr 4,ARI,@,WSN,,,,1,1,1,0,0,0,1,0,0,4.5,7.35,4,21,14,2,4,1,2,1,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.65,0.086,1.45,,0.49,3.65,6,,,A.J. Puk*,pukaj01
5,209,12,Apr 8,ARI,,BAL,,,,3,1,1,0,0,0,1,0,0,3.6,6.1,4,18,13,4,2,1,2,1,0,0,,0,0,2,0,0,4,0,0,0,0,0,0,2.65,0.122,2.14,,0.51,3.65,6,,,A.J. Puk*,pukaj01
6,210,16,Apr 13,ARI,,MIL,,,,4,1,0,0,0,1,3,0,1,3,5.6,5,24,15,4,4,0,0,0,0,0,,0,0,1,0,0,3,0,0,0,0,0,0,1.1,0.034,1.05,,0.51,7.05,12,,,A.J. Puk*,pukaj01
7,211,18,Apr 16,ARI,@,MIA,,,,2,1,2,1,1,0,1,0,0,3.86,4.96,5,15,12,5,1,1,3,2,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,0.47,0.008,0.47,,-0.46,1.05,3,,,A.J. Puk*,pukaj01
8,212,19,Apr 17,ARI,@,MIA,,,,0,1,1,0,0,0,1,0,0,3.38,4.48,4,21,16,1,2,1,2,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,2.29,0.1,2.27,,0.54,3.65,6,,,A.J. Puk*,pukaj01
,,,,,,,,,,1.6,8,8,3,3,2,12,2,1,3.38,4.48,35,156,,,,0.33,,,,0,,2,,3,0,0,32,3,0,0,0,0,0,1.4,0.49,1.25,,0.08,29.4,51,,,A.J. Puk*,pukaj01
1,71,1,Mar 27,KCR,,CLE,,,,99,5,5,3,3,2,3,0,0,5.4,3.1,22,83,55,11,10,7,10,2,2,0,46,,,0,0,0,17,1,1,0,0,2,0,1.28,0.022,1.3,,0.13,7.05,15,,,Cole Ragans*,raganco01
2,72,6,Apr 2,KCR,@,MIL,,,,5,5,5,1,1,2,10,1,0,3.6,3,22,97,66,15,18,6,4,2,0,0,61,,,1,0,0,20,1,0,0,0,0,0,1.05,0.18,0.92,,1.58,25.05,42,,,Cole Ragans*,raganco01
3,73,11,Apr 8,KCR,,MIN,,,,5,6,4,1,1,0,11,0,1,2.81,1.85,23,96,63,21,16,3,8,3,1,0,71,,,0,0,0,22,3,0,0,0,0,0,1.2,0.216,1.26,,2.02,30.5,52,,,Cole Ragans*,raganco01
4,74,16,Apr 13,KCR,@,CLE,,,,4,7.2,4,2,1,0,10,0,0,2.28,1.41,26,89,64,14,20,6,10,4,4,0,75,,,0,0,0,26,1,0,0,0,0,0,0.89,0.262,0.9,,1.81,36.85,60,,,Cole Ragans*,raganco01
5,75,21,Apr 18,KCR,@,DET,,,,4,4,6,5,5,3,8,1,0,3.58,1.87,21,96,60,17,11,4,6,3,0,0,35,,,0,0,0,18,0,0,0,0,0,0,1.01,-0.225,0.94,,-2.39,9.6,21,,,Cole Ragans*,raganco01
6,76,25,Apr 24(1),KCR,,COL,,,,5,3,3,4,4,2,4,2,0,4.4,2.78,14,62,34,8,9,2,6,1,1,0,39,,,0,0,0,12,0,0,0,0,0,0,0.85,-0.284,0.67,,-2.49,3.75,9,,,Cole Ragans*,raganco01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cole Ragans*,raganco01
7,77,36,May 5,KCR,,CHW,,,,10,5,3,0,0,2,11,0,0,3.79,2.37,20,94,62,14,15,3,4,3,0,0,70,,,1,0,0,18,1,0,0,0,0,0,1.03,0.284,1.12,,2.52,34.25,54,,,Cole Ragans*,raganco01
8,78,41,May 10,KCR,,BOS,,,,4,5,7,4,4,2,8,0,0,4.2,2.22,23,95,65,17,13,5,8,6,1,0,43,,,0,1,0,21,2,0,0,0,0,0,1.03,-0.219,1.24,,-1.48,13.85,27,,,Cole Ragans*,raganco01
,,,,,,,,,,4.5,40.2,37,20,19,13,65,4,1,4.2,2.22,171,712,,,,0.64,,,,0,55,,,2,1,0,154,9,1,0,0,2,0,1.05,0.236,1.05,,1.69,160.9,280,,,Cole Ragans*,raganco01
1,75,2,Mar 29,TBR,,COL,,,,99,1,0,0,0,0,1,0,0,0,1.1,3,13,9,2,1,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.36,0.027,0.33,,0.48,4.25,6,,,Manuel Rodríguez,rodrima01
2,76,4,Mar 31,TBR,,PIT,,,,1,1,0,0,0,0,2,0,0,0,0.1,3,10,8,2,2,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.07,0.006,0.07,,0.48,6.25,9,,,Manuel Rodríguez,rodrima01
3,77,6,Apr 2,TBR,,PIT,,,,1,1,2,1,1,0,0,0,0,3,1.1,5,15,11,2,1,4,1,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,0.88,-0.091,0.84,,-0.52,-0.95,0,,,Manuel Rodríguez,rodrima01
4,78,9,Apr 6,TBR,@,TEX,,,,3,1.1,1,1,0,0,3,0,0,2.08,0.33,6,31,21,2,4,1,2,1,1,0,,1,0,2,0,0,6,0,0,0,0,0,1,0.65,-0.055,0.61,,-0.3,8.4,13,,,Manuel Rodríguez,rodrima01
5,79,11,Apr 9,TBR,,LAA,,,,2,1,0,0,0,0,1,0,0,1.69,0.48,3,8,7,2,2,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.26,0.094,1.12,,0.48,4.25,6,,,Manuel Rodríguez,rodrima01
6,80,14,Apr 12,TBR,,ATL,,,,2,1.1,3,1,1,0,2,1,0,2.7,2.35,6,21,12,3,2,2,2,2,0,0,,0,0,0,0,0,6,0,0,0,1,0,0,1.79,-0.017,1.58,,-0.29,3.2,7,,,Manuel Rodríguez,rodrima01
7,81,17,Apr 15,TBR,,BOS,,,,2,1,1,0,0,0,0,0,0,2.35,2.45,4,15,11,4,2,3,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.03,0.001,0.03,,0.48,1.65,3,,,Manuel Rodríguez,rodrima01
8,82,19,Apr 17,TBR,,NYY,,,,1,0.2,1,0,0,0,0,0,0,2.16,2.5,3,9,7,2,2,2,1,1,0,0,,2,2,0,0,0,3,0,0,0,0,0,0,1.53,-0.143,1.35,,-1.11,0.9,2,,,Manuel Rodríguez,rodrima01
9,83,21,Apr 19,TBR,,NYY,,,,1,0.2,1,1,1,0,1,0,1,3,2.66,4,17,9,1,3,0,2,0,0,0,,2,2,0,0,0,2,0,0,0,0,1,0,1.09,-0.149,0.85,,-2.11,0.3,2,,,Manuel Rodríguez,rodrima01
10,84,25,Apr 24,TBR,@,ARI,,,,4,1,0,0,0,0,1,0,0,2.7,2.5,3,16,11,3,2,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.63,0.048,0.44,,0.51,4.25,6,,,Manuel Rodríguez,rodrima01
11,85,26,Apr 25,TBR,@,SDP,,,,0,1,1,0,0,0,1,0,0,2.45,2.38,4,21,13,4,2,1,2,1,1,0,,0,0,0,0,0,4,1,0,0,0,0,0,2.27,0.142,1.68,,0.51,3.65,6,,,Manuel Rodríguez,rodrima01
12,86,28,Apr 27,TBR,@,SDP,,,,1,1,0,0,0,1,0,0,0,2.25,2.69,3,9,4,1,0,2,0,0,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,1.61,0.088,1.38,,0.51,1.65,3,,,Manuel Rodríguez,rodrima01
13,87,29,Apr 29,TBR,,KCR,,,,1,1,1,0,0,0,2,0,0,2.08,2.41,4,17,12,3,2,1,1,1,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,1.04,0.049,1,,0.48,5.65,9,,,Manuel Rodríguez,rodrima01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Rodríguez,rodrima01
14,88,32,May 2,TBR,@,NYY,,,,2,1,0,0,0,0,1,0,0,1.93,2.32,3,9,7,1,2,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.16,0.012,0.14,,0.49,4.25,6,,,Manuel Rodríguez,rodrima01
15,89,34,May 4,TBR,@,NYY,,,,1,1,0,0,0,2,0,0,0,1.8,2.77,5,20,10,4,1,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.54,0.02,0.5,,0.49,1.05,3,,,Manuel Rodríguez,rodrima01
16,90,36,May 7,TBR,,PHI,,,,2,1,2,1,1,0,0,0,0,2.25,2.79,5,19,13,2,3,2,3,3,0,0,,0,0,1,0,0,5,0,0,0,0,0,0,0.09,-0.008,0.07,,-0.52,-0.95,0,,,Manuel Rodríguez,rodrima01
17,91,37,May 8,TBR,,PHI,,,,0,1,2,2,1,0,1,0,0,2.65,2.69,5,12,10,2,2,3,1,1,0,0,,0,0,1,0,0,4,1,0,0,0,0,0,1.87,-0.309,1.32,,-0.9,1.05,3,,,Manuel Rodríguez,rodrima01
18,92,39,May 10,TBR,,MIL,,,,1,1,0,0,0,0,1,0,0,2.5,2.6,3,6,5,1,0,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.39,0.104,0.94,,0.48,4.25,6,,,Manuel Rodríguez,rodrima01
19,93,40,May 11,TBR,,MIL,,,,0,0.1,0,0,0,0,0,0,0,2.45,2.61,1,3,2,1,0,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,1.81,0.046,1.32,,0.43,0.75,1,,,Manuel Rodríguez,rodrima01
20,94,41,May 13,TBR,@,TOR,,,,1,1.1,0,0,0,0,2,0,0,2.29,2.44,4,16,10,2,3,1,1,1,0,0,,2,0,0,0,0,4,0,0,0,0,0,0,1.41,0.148,1.05,,0.97,7,10,,,Manuel Rodríguez,rodrima01
,,,,,,,,,,1.4,19.2,15,7,5,3,19,1,1,2.29,2.44,77,287,,,,1.7,,,,0,,9,,5,0,0,71,2,0,0,2,1,1,1,0.013,0.82,,1.03,60.85,101,,,Manuel Rodríguez,rodrima01
1,22,1,Mar 27,TOR,,BAL,,,,99,1,3,3,3,1,1,2,0,27,30.1,7,36,21,4,5,0,5,1,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.01,-0.003,0.01,,-2.52,-4.15,-3,,,Yariel Rodríguez,rodriya01
2,23,4,Mar 30,TOR,,BAL,,,,2,1,1,0,0,0,2,0,0,13.5,14.6,4,16,10,3,2,0,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.38,0.072,1.28,,0.48,5.65,9,,,Yariel Rodríguez,rodriya01
3,24,6,Apr 1,TOR,,WSN,,,,1,1,1,1,1,1,1,0,0,12,11.1,5,16,8,1,1,1,2,1,0,0,,2,0,0,0,0,4,1,0,0,0,0,0,2.59,0.092,2.4,,0.56,1.05,3,,,Yariel Rodríguez,rodriya01
4,25,8,Apr 4,TOR,@,NYM,,,,2,1,0,0,0,1,0,0,0,9,9.85,4,19,9,2,2,2,1,0,0,0,,0,0,2,0,0,3,0,0,0,0,0,0,0.03,0.001,0.03,,0.48,1.65,3,,,Yariel Rodríguez,rodriya01
5,26,12,Apr 8,TOR,@,BOS,,,,3,0.2,2,1,1,0,0,0,0,9.64,8.89,4,12,8,1,1,1,3,3,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.69,-0.025,0.76,,-0.72,-1.7,-1,,,Yariel Rodríguez,rodriya01
6,27,15,Apr 12,TOR,@,BAL,,,,3,0.2,0,0,0,0,0,0,1,8.44,8.73,3,10,5,1,1,1,1,0,0,0,,1,0,0,0,0,2,0,0,0,0,0,0,0.83,0.039,0.98,,0.56,0.9,2,,,Yariel Rodríguez,rodriya01
7,28,17,Apr 14,TOR,,ATL,,,,1,2,0,0,0,0,1,0,1,6.14,7.33,7,23,15,4,3,2,3,2,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.02,0.002,0.02,,0.97,5.9,9,,,Yariel Rodríguez,rodriya01
8,29,21,Apr 19,TOR,,SEA,,,,4,2,0,0,0,2,2,0,0,4.82,6.64,7,26,16,4,1,2,1,0,0,0,,0,0,0,0,0,5,0,0,1,1,0,0,4.39,0.616,5.08,,2.21,7.3,12,,,Yariel Rodríguez,rodriya01
9,30,24,Apr 22,TOR,@,HOU,,,,2,1,3,1,1,0,1,1,0,5.23,7.36,5,17,10,3,2,0,4,2,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,0.11,-0.022,0.12,,-0.52,0.45,3,,,Yariel Rodríguez,rodriya01
10,31,28,Apr 27(2),TOR,@,NYY,,,,4,1.1,0,0,0,0,1,0,0,4.63,6.7,4,16,12,3,2,2,1,0,0,0,,3,0,0,0,0,4,0,0,0,0,0,0,0.35,0.035,0.37,,1.26,5,7,,,Yariel Rodríguez,rodriya01
11,32,30,Apr 30,TOR,,BOS,,,,2,1,2,2,2,2,1,1,0,5.68,7.76,6,29,16,5,2,1,2,0,0,0,40,,,0,0,0,4,1,0,0,0,0,0,0.86,-0.157,0.79,,-1.52,-2.15,0,,,Yariel Rodríguez,rodriya01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yariel Rodríguez,rodriya01
12,33,33,May 3,TOR,,CLE,,,,2,0.1,0,0,0,0,1,0,0,5.54,7.49,1,6,4,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0.15,0.004,0.16,,0.1,2.75,4,,,Yariel Rodríguez,rodriya01
13,34,34,May 4,TOR,,CLE,,,,0,1.1,1,1,1,1,1,0,0,5.65,7.15,5,25,14,4,1,2,1,0,1,0,,2,0,0,0,0,4,0,0,0,1,0,0,1.17,0.073,1.12,,0.53,1.8,4,,,Yariel Rodríguez,rodriya01
14,35,36,May 7,TOR,@,LAA,,,,2,1.1,1,0,0,0,2,0,0,5.17,6.55,5,17,12,5,4,0,3,2,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,1.59,0.071,1.42,,0.47,6.4,10,,,Yariel Rodríguez,rodriya01
